edad,trabajo,estado_civil,educacion,impago,saldo,hipoteca,prestamo,contacto,día,mes,duracion,contactos_campana,dias_ultimo_contacto,contactos_previos,resultado_campana_previa,respuesta
33,gerente,soltero,terciaria,no,9449,yes,no,cellular,8,may,428,1,-1,0,unknown,no
57,jubilado,casado,secundaria,no,374,yes,yes,cellular,16,jul,236,1,-1,0,unknown,no
45,tecnico,casado,secundaria,no,88,no,no,cellular,29,aug,150,2,-1,0,unknown,no
59,gerente,casado,terciaria,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,no
30,gerente,soltero,terciaria,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,yes
33,tecnico,casado,terciaria,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no
52,obrero,casado,secundaria,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown,no
83,jubilado,casado,secundaria,no,0,no,no,cellular,18,mar,140,10,-1,0,unknown,no
58,autonomo,divorciado,terciaria,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
33,gerente,divorciado,terciaria,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
41,obrero,divorciado,primaria,no,2195,yes,no,unknown,3,jun,211,5,-1,0,unknown,no
31,autonomo,casado,secundaria,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,no
35,obrero,divorciado,secundaria,no,275,no,yes,cellular,10,jul,144,5,-1,0,unknown,no
27,gerente,soltero,terciaria,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
57,administrativo,divorciado,desconocido,no,887,no,no,unknown,20,jun,43,8,-1,0,unknown,no
56,desconocido,casado,desconocido,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,no
53,administrativo,soltero,secundaria,no,1178,yes,no,unknown,15,may,295,2,-1,0,unknown,no
39,gerente,casado,terciaria,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
32,emprendedor,soltero,terciaria,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown,no
46,autonomo,casado,secundaria,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,yes
56,tecnico,casado,terciaria,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown,no
46,gerente,divorciado,terciaria,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
29,emprendedor,casado,secundaria,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown,no
60,gerente,casado,primaria,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
33,ama_de_casa,soltero,terciaria,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,no
27,emprendedor,soltero,terciaria,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
50,autonomo,divorciado,terciaria,no,59,yes,no,unknown,28,may,67,2,-1,0,unknown,no
45,servicios,casado,secundaria,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown,no
58,jubilado,casado,secundaria,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no
59,jubilado,casado,primaria,no,0,yes,no,unknown,26,may,104,7,-1,0,unknown,no
58,jubilado,divorciado,primaria,no,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,no
64,jubilado,casado,primaria,no,43,no,no,cellular,11,mar,117,1,91,1,success,no
47,tecnico,casado,secundaria,no,57,no,no,cellular,5,may,253,1,342,1,success,no
40,gerente,casado,terciaria,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
36,tecnico,divorciado,secundaria,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no
28,gerente,soltero,terciaria,no,0,yes,no,cellular,16,jul,767,5,-1,0,unknown,yes
38,tecnico,soltero,terciaria,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown,yes
53,emprendedor,casado,primaria,no,1034,yes,no,cellular,19,nov,854,2,170,3,other,no
46,obrero,soltero,secundaria,no,324,yes,no,unknown,30,may,293,6,-1,0,unknown,no
54,tecnico,casado,secundaria,no,0,no,no,telephone,16,nov,986,1,94,8,failure,no
32,gerente,casado,terciaria,no,0,no,no,cellular,19,nov,66,1,-1,0,unknown,no
55,gerente,casado,primaria,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
55,jubilado,divorciado,secundaria,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no
56,tecnico,casado,secundaria,no,4063,no,yes,telephone,28,jul,31,4,-1,0,unknown,no
40,obrero,casado,secundaria,no,11084,no,no,unknown,11,jun,113,1,-1,0,unknown,no
44,tecnico,casado,secundaria,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no
32,emprendedor,casado,desconocido,no,73,yes,no,cellular,21,nov,158,1,135,1,failure,no
33,gerente,casado,terciaria,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
41,desempleado,divorciado,secundaria,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no
37,tecnico,casado,secundaria,no,64,yes,no,cellular,12,may,239,4,278,2,other,no
58,gerente,soltero,terciaria,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,no
52,obrero,casado,secundaria,no,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,no
49,servicios,soltero,secundaria,no,133,no,no,unknown,11,jun,319,6,-1,0,unknown,no
44,ama_de_casa,casado,primaria,no,3706,no,no,unknown,17,jun,209,3,-1,0,unknown,no
28,administrativo,soltero,desconocido,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no
31,tecnico,casado,secundaria,no,251,no,yes,cellular,29,aug,156,2,-1,0,unknown,no
37,autonomo,casado,secundaria,no,4153,yes,no,cellular,31,jul,35,16,-1,0,unknown,no
30,tecnico,soltero,terciaria,no,985,yes,no,cellular,19,feb,88,2,-1,0,unknown,no
28,servicios,soltero,secundaria,no,168,no,no,cellular,1,jun,347,3,140,2,success,yes
46,servicios,casado,secundaria,no,1550,yes,no,cellular,16,apr,126,2,149,8,failure,no
47,gerente,casado,terciaria,no,7708,yes,no,cellular,21,nov,157,5,-1,0,unknown,no
35,obrero,casado,primaria,no,-12,yes,no,unknown,12,may,212,5,-1,0,unknown,no
80,gerente,casado,primaria,no,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
30,tecnico,soltero,terciaria,no,60,yes,yes,unknown,7,may,306,5,-1,0,unknown,no
55,tecnico,soltero,secundaria,no,3339,yes,no,unknown,2,jun,63,1,-1,0,unknown,no
22,estudiante,soltero,terciaria,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
33,obrero,soltero,primaria,no,599,yes,no,unknown,21,may,29,1,-1,0,unknown,no
53,emprendedor,casado,desconocido,no,28,no,no,cellular,31,jul,117,2,-1,0,unknown,no
49,gerente,casado,terciaria,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no
51,jubilado,casado,secundaria,no,35,no,yes,cellular,8,jul,123,4,-1,0,unknown,no
41,autonomo,casado,terciaria,no,6000,yes,no,cellular,18,nov,265,1,-1,0,unknown,no
34,tecnico,casado,secundaria,no,0,yes,no,cellular,15,jul,144,1,-1,0,unknown,no
36,obrero,soltero,secundaria,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
35,emprendedor,casado,terciaria,no,0,no,no,cellular,5,may,74,1,168,4,failure,no
29,servicios,casado,secundaria,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown,no
40,tecnico,soltero,terciaria,no,445,yes,no,cellular,24,jul,631,1,-1,0,unknown,no
32,gerente,divorciado,terciaria,no,874,no,no,cellular,12,aug,1282,6,-1,0,unknown,yes
48,obrero,casado,secundaria,no,705,no,no,unknown,13,may,108,2,-1,0,unknown,no
59,jubilado,casado,desconocido,no,1033,no,no,unknown,11,jun,1199,1,-1,0,unknown,yes
35,autonomo,divorciado,terciaria,no,1354,yes,no,unknown,23,may,736,2,-1,0,unknown,yes
33,tecnico,soltero,terciaria,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown,no
55,jubilado,casado,primaria,no,8894,no,no,unknown,11,jun,262,1,-1,0,unknown,no
41,obrero,casado,secundaria,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
42,ama_de_casa,casado,primaria,no,14752,no,no,unknown,19,may,107,2,-1,0,unknown,no
46,obrero,casado,primaria,no,67,no,no,unknown,24,jun,9,1,-1,0,unknown,no
35,ama_de_casa,divorciado,secundaria,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no
28,tecnico,soltero,terciaria,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown,no
25,estudiante,soltero,secundaria,no,1790,no,no,cellular,17,apr,224,1,322,3,failure,no
56,gerente,soltero,terciaria,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no
30,administrativo,soltero,secundaria,no,-635,no,no,cellular,25,jul,250,1,-1,0,unknown,no
45,obrero,casado,secundaria,no,115,no,no,cellular,11,aug,209,4,-1,0,unknown,no
40,gerente,casado,terciaria,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no
40,obrero,casado,secundaria,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no
39,obrero,casado,secundaria,no,1045,yes,yes,cellular,9,jul,290,13,-1,0,unknown,no
48,emprendedor,casado,terciaria,no,810,no,no,unknown,6,jun,383,1,-1,0,unknown,no
31,tecnico,soltero,terciaria,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,no
32,gerente,casado,terciaria,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no
34,servicios,casado,secundaria,no,586,yes,yes,unknown,8,may,224,2,-1,0,unknown,no
26,tecnico,soltero,secundaria,no,455,no,no,cellular,29,jan,240,1,182,8,other,no
31,gerente,casado,terciaria,no,1010,yes,no,cellular,15,may,385,3,364,9,other,no
37,gerente,soltero,terciaria,no,509,yes,no,cellular,6,may,133,1,-1,0,unknown,no
29,estudiante,soltero,desconocido,no,2929,no,no,cellular,11,aug,91,1,-1,0,unknown,no
57,tecnico,casado,secundaria,no,3071,yes,yes,cellular,7,may,63,3,-1,0,unknown,no
47,gerente,soltero,terciaria,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown,no
38,autonomo,soltero,secundaria,no,1146,yes,no,unknown,21,may,91,2,-1,0,unknown,no
48,obrero,casado,primaria,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no
50,gerente,casado,terciaria,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,yes
33,administrativo,casado,secundaria,no,1158,yes,no,cellular,20,apr,25,2,-1,0,unknown,no
28,administrativo,soltero,secundaria,no,26,yes,no,cellular,7,may,227,2,-1,0,unknown,no
30,servicios,soltero,secundaria,no,566,no,no,cellular,5,feb,110,1,-1,0,unknown,no
52,tecnico,divorciado,secundaria,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,no
36,tecnico,casado,secundaria,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
36,tecnico,soltero,secundaria,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
46,servicios,casado,secundaria,no,1034,no,no,cellular,8,aug,109,2,-1,0,unknown,no
57,gerente,casado,terciaria,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no
28,gerente,soltero,secundaria,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes
46,servicios,casado,secundaria,no,0,yes,no,cellular,22,jun,154,1,124,1,other,no
55,jubilado,casado,primaria,no,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
33,gerente,casado,terciaria,no,4020,yes,yes,cellular,15,apr,251,1,-1,0,unknown,no
53,gerente,casado,secundaria,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,no
41,tecnico,soltero,secundaria,no,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no
60,obrero,casado,secundaria,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no
35,emprendedor,casado,primaria,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,no
43,obrero,divorciado,primaria,no,49,yes,no,unknown,9,may,100,1,-1,0,unknown,no
57,administrativo,divorciado,primaria,no,1,no,no,unknown,15,may,17,10,-1,0,unknown,no
46,administrativo,casado,secundaria,no,3098,yes,no,telephone,21,nov,192,9,-1,0,unknown,no
31,obrero,casado,primaria,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,no
53,tecnico,casado,secundaria,no,65,no,no,cellular,25,aug,41,2,-1,0,unknown,no
35,obrero,casado,secundaria,no,1949,yes,no,unknown,2,jun,200,3,-1,0,unknown,no
32,administrativo,soltero,secundaria,no,739,yes,no,cellular,20,nov,91,3,-1,0,unknown,no
48,gerente,casado,terciaria,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,unknown,yes
50,administrativo,casado,secundaria,no,231,yes,no,cellular,21,nov,397,2,-1,0,unknown,no
40,obrero,casado,primaria,no,1136,yes,no,unknown,21,may,86,1,-1,0,unknown,no
42,emprendedor,casado,terciaria,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,no
59,administrativo,casado,secundaria,no,817,no,no,cellular,9,apr,304,1,-1,0,unknown,no
27,obrero,soltero,primaria,no,1128,yes,no,unknown,30,jun,88,4,-1,0,unknown,no
32,gerente,soltero,terciaria,no,1831,yes,no,cellular,20,apr,86,2,-1,0,unknown,no
35,tecnico,soltero,secundaria,no,450,yes,no,cellular,13,may,63,1,-1,0,unknown,no
28,servicios,casado,secundaria,no,0,yes,no,cellular,5,may,335,2,281,8,failure,no
37,gerente,divorciado,secundaria,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no
57,gerente,casado,primaria,no,1052,yes,no,unknown,13,may,227,4,-1,0,unknown,no
42,administrativo,soltero,secundaria,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
55,administrativo,casado,primaria,no,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
52,gerente,casado,terciaria,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
26,obrero,soltero,secundaria,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,unknown,no
52,tecnico,casado,secundaria,no,1781,yes,no,unknown,19,may,144,2,-1,0,unknown,no
26,gerente,soltero,terciaria,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no
33,desempleado,casado,secundaria,no,2,yes,no,cellular,16,jul,132,1,-1,0,unknown,no
24,obrero,soltero,primaria,no,111,yes,yes,unknown,27,may,42,4,-1,0,unknown,no
37,gerente,divorciado,terciaria,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown,no
28,tecnico,soltero,secundaria,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
30,tecnico,soltero,secundaria,no,102,yes,no,unknown,7,may,614,2,-1,0,unknown,no
33,obrero,casado,primaria,no,0,yes,no,unknown,15,may,270,1,-1,0,unknown,no
55,desconocido,casado,primaria,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,no
33,obrero,casado,secundaria,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,no
42,obrero,casado,secundaria,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,no
37,gerente,casado,terciaria,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
59,obrero,casado,primaria,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
27,obrero,soltero,secundaria,no,5,yes,no,unknown,19,may,205,3,-1,0,unknown,no
23,estudiante,casado,terciaria,yes,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no
51,gerente,divorciado,terciaria,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
50,obrero,casado,primaria,no,3924,yes,no,cellular,20,apr,122,2,-1,0,unknown,no
43,tecnico,casado,secundaria,no,764,yes,no,cellular,14,jul,557,5,-1,0,unknown,no
37,obrero,divorciado,primaria,no,511,yes,no,telephone,11,may,42,1,-1,0,unknown,no
34,gerente,soltero,terciaria,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,no
41,gerente,casado,terciaria,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,no
26,estudiante,soltero,secundaria,no,279,no,no,cellular,7,may,239,3,-1,0,unknown,no
49,gerente,divorciado,terciaria,no,1405,no,no,unknown,8,jun,29,1,-1,0,unknown,no
29,obrero,soltero,secundaria,no,908,yes,no,unknown,20,jun,1663,1,-1,0,unknown,yes
30,gerente,soltero,terciaria,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,no
38,servicios,divorciado,secundaria,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
58,gerente,casado,secundaria,no,111,no,no,telephone,24,mar,58,2,-1,0,unknown,no
34,estudiante,soltero,desconocido,no,1281,no,no,cellular,25,aug,279,1,117,1,failure,no
53,servicios,divorciado,desconocido,no,1012,yes,no,cellular,28,jul,332,2,-1,0,unknown,no
50,gerente,casado,terciaria,no,2881,no,no,cellular,5,aug,510,2,2,5,other,no
30,obrero,soltero,secundaria,no,445,yes,no,cellular,16,apr,218,1,330,2,failure,no
40,gerente,casado,secundaria,no,643,yes,no,cellular,17,apr,74,2,256,1,failure,no
57,ama_de_casa,soltero,secundaria,no,254,no,no,cellular,8,oct,676,1,-1,0,unknown,no
40,gerente,casado,terciaria,no,-1212,yes,no,cellular,15,may,1259,2,333,18,failure,no
41,tecnico,casado,secundaria,no,2125,yes,yes,cellular,21,nov,285,3,116,4,failure,no
53,tecnico,divorciado,desconocido,no,629,yes,no,cellular,8,may,298,1,-1,0,unknown,no
48,obrero,casado,secundaria,no,-202,yes,yes,cellular,30,jul,225,4,-1,0,unknown,no
32,tecnico,soltero,secundaria,no,271,yes,no,cellular,13,may,80,2,268,2,other,no
34,gerente,casado,terciaria,no,703,yes,no,cellular,14,apr,342,1,-1,0,unknown,yes
46,obrero,casado,secundaria,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,no
45,servicios,divorciado,secundaria,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no
51,administrativo,soltero,terciaria,no,16,yes,no,cellular,30,jan,158,1,-1,0,unknown,no
31,gerente,casado,secundaria,no,466,yes,no,cellular,14,may,164,1,-1,0,unknown,no
47,tecnico,casado,secundaria,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no
32,obrero,casado,secundaria,no,456,no,no,cellular,12,may,121,1,-1,0,unknown,no
41,tecnico,casado,secundaria,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no
37,servicios,soltero,secundaria,no,-244,no,no,unknown,3,jul,178,1,-1,0,unknown,no
27,obrero,soltero,primaria,no,1209,no,no,cellular,29,jan,283,1,-1,0,unknown,no
27,servicios,casado,secundaria,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
50,gerente,casado,secundaria,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,no
31,gerente,soltero,terciaria,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
40,autonomo,casado,terciaria,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
43,gerente,casado,terciaria,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes
39,tecnico,casado,terciaria,no,794,no,no,telephone,2,feb,182,1,-1,0,unknown,no
31,emprendedor,soltero,terciaria,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown,no
48,tecnico,casado,secundaria,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
32,obrero,soltero,primaria,no,882,no,yes,cellular,29,jul,80,8,-1,0,unknown,no
47,desempleado,casado,primaria,no,168,yes,no,telephone,30,jan,66,1,241,1,other,no
35,gerente,soltero,terciaria,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no
42,gerente,soltero,terciaria,no,0,no,no,cellular,7,sep,99,1,-1,0,unknown,no
47,obrero,casado,secundaria,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,yes
59,jubilado,casado,secundaria,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,no
38,administrativo,casado,secundaria,no,3190,yes,no,unknown,20,jun,20,2,-1,0,unknown,no
50,desempleado,casado,secundaria,no,1772,no,no,cellular,29,jul,206,4,-1,0,unknown,no
27,servicios,soltero,secundaria,no,-151,no,no,cellular,8,jul,283,2,-1,0,unknown,no
55,ama_de_casa,casado,primaria,no,16,no,no,unknown,20,jun,64,1,-1,0,unknown,no
39,servicios,soltero,secundaria,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes
31,tecnico,soltero,terciaria,no,454,no,no,cellular,4,feb,73,3,-1,0,unknown,no
37,emprendedor,casado,terciaria,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
28,tecnico,soltero,secundaria,yes,-298,yes,no,unknown,3,jun,559,7,-1,0,unknown,no
42,tecnico,casado,secundaria,no,439,no,no,cellular,20,aug,143,2,-1,0,unknown,no
40,servicios,divorciado,secundaria,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no
59,gerente,soltero,secundaria,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no
40,servicios,soltero,secundaria,no,65,yes,no,cellular,15,may,15,3,-1,0,unknown,no
43,tecnico,casado,secundaria,no,-932,yes,no,cellular,16,apr,567,1,-1,0,unknown,no
38,tecnico,soltero,secundaria,no,4366,yes,no,cellular,29,jul,188,2,-1,0,unknown,no
54,jubilado,casado,primaria,no,0,yes,no,cellular,11,jul,159,2,-1,0,unknown,no
41,obrero,casado,secundaria,no,4900,yes,no,telephone,31,jul,121,2,-1,0,unknown,no
55,ama_de_casa,divorciado,primaria,no,976,no,no,cellular,28,jun,345,1,94,3,other,yes
33,gerente,casado,terciaria,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
46,obrero,casado,secundaria,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
36,gerente,casado,secundaria,no,-148,no,no,cellular,18,nov,144,2,-1,0,unknown,no
48,tecnico,divorciado,terciaria,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no
42,gerente,casado,secundaria,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
46,gerente,divorciado,terciaria,no,624,no,no,cellular,17,sep,336,2,183,2,success,yes
49,tecnico,casado,secundaria,yes,-1680,yes,yes,unknown,27,jun,92,4,-1,0,unknown,no
36,obrero,casado,secundaria,no,-461,no,no,cellular,11,may,254,2,353,1,failure,no
34,tecnico,soltero,terciaria,no,144,yes,yes,cellular,14,oct,104,1,85,19,failure,no
51,emprendedor,divorciado,terciaria,no,4,yes,yes,cellular,20,apr,74,5,-1,0,unknown,no
58,obrero,casado,primaria,no,309,no,no,cellular,19,aug,156,2,-1,0,unknown,no
48,gerente,casado,terciaria,no,866,no,no,cellular,29,jan,146,2,-1,0,unknown,no
41,administrativo,soltero,secundaria,no,1020,yes,no,unknown,19,may,882,1,-1,0,unknown,yes
49,autonomo,casado,primaria,no,489,yes,no,unknown,27,may,84,4,-1,0,unknown,no
43,gerente,casado,primaria,no,8167,yes,no,unknown,19,may,114,2,-1,0,unknown,no
32,obrero,soltero,secundaria,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,no
54,jubilado,casado,secundaria,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no
33,obrero,divorciado,primaria,no,636,yes,no,cellular,9,jul,211,11,-1,0,unknown,no
35,tecnico,casado,secundaria,no,141,yes,no,cellular,19,aug,299,2,-1,0,unknown,no
56,tecnico,casado,secundaria,no,150,yes,yes,cellular,11,may,102,6,349,1,failure,no
57,tecnico,casado,secundaria,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no
31,ama_de_casa,soltero,primaria,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
33,tecnico,soltero,secundaria,no,716,yes,no,cellular,14,may,234,2,-1,0,unknown,no
29,tecnico,soltero,terciaria,no,2485,no,no,telephone,24,jul,48,6,-1,0,unknown,no
38,gerente,soltero,terciaria,no,15030,yes,no,cellular,13,may,167,1,174,7,other,no
37,administrativo,casado,secundaria,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,no
33,emprendedor,casado,terciaria,no,595,no,no,cellular,7,aug,22,2,-1,0,unknown,no
30,gerente,soltero,terciaria,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
31,autonomo,soltero,secundaria,no,203,no,yes,cellular,19,nov,177,1,-1,0,unknown,no
28,tecnico,soltero,terciaria,no,183,yes,yes,unknown,28,may,62,2,-1,0,unknown,no
26,administrativo,soltero,secundaria,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
31,tecnico,soltero,secundaria,no,102,yes,no,telephone,17,apr,460,2,345,2,failure,no
50,ama_de_casa,divorciado,primaria,no,94,yes,no,cellular,22,jul,184,4,-1,0,unknown,no
45,emprendedor,casado,primaria,no,58,yes,no,telephone,13,may,119,3,371,3,failure,no
48,gerente,casado,primaria,no,606,no,no,cellular,5,mar,77,6,-1,0,unknown,no
41,tecnico,casado,secundaria,no,0,no,yes,cellular,23,jul,107,1,-1,0,unknown,no
60,tecnico,casado,primaria,no,65,yes,no,unknown,9,may,1028,2,-1,0,unknown,yes
41,obrero,casado,secundaria,no,338,yes,no,unknown,14,may,87,1,-1,0,unknown,no
43,obrero,casado,primaria,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown,no
36,gerente,casado,terciaria,no,9269,yes,yes,cellular,19,nov,107,2,-1,0,unknown,no
40,obrero,casado,primaria,no,1206,no,yes,telephone,16,jul,201,5,-1,0,unknown,no
28,gerente,soltero,terciaria,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
27,estudiante,soltero,terciaria,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes
49,gerente,soltero,secundaria,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no
37,tecnico,casado,terciaria,no,0,yes,no,cellular,17,nov,77,1,-1,0,unknown,no
31,obrero,casado,secundaria,no,1407,yes,no,cellular,6,may,142,3,-1,0,unknown,no
31,tecnico,soltero,secundaria,yes,25,no,no,cellular,2,feb,381,1,-1,0,unknown,no
31,obrero,casado,secundaria,no,1354,yes,yes,cellular,17,nov,222,2,-1,0,unknown,no
35,obrero,casado,primaria,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown,no
51,obrero,divorciado,desconocido,no,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no
33,tecnico,soltero,secundaria,no,5235,no,no,cellular,7,aug,67,3,-1,0,unknown,no
30,tecnico,soltero,terciaria,no,3,yes,no,cellular,6,may,45,2,169,2,failure,no
58,tecnico,soltero,secundaria,no,409,no,yes,cellular,14,jul,643,2,-1,0,unknown,no
34,administrativo,casado,terciaria,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
45,gerente,casado,terciaria,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,no
28,servicios,soltero,secundaria,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
31,obrero,casado,primaria,no,99,yes,no,cellular,17,apr,193,2,322,1,other,no
40,gerente,casado,terciaria,no,60,no,no,unknown,16,jun,172,6,-1,0,unknown,no
30,servicios,soltero,secundaria,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,no
34,emprendedor,casado,secundaria,no,-139,yes,yes,unknown,27,may,492,2,-1,0,unknown,no
40,obrero,casado,secundaria,no,952,no,yes,unknown,12,jun,140,1,-1,0,unknown,no
59,jubilado,casado,primaria,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no
43,tecnico,soltero,terciaria,no,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
41,gerente,casado,terciaria,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
33,tecnico,divorciado,secundaria,no,9,no,no,cellular,21,aug,91,2,-1,0,unknown,no
33,gerente,casado,secundaria,no,4040,yes,no,cellular,20,apr,132,2,-1,0,unknown,no
36,obrero,casado,secundaria,no,13,no,no,unknown,3,jun,284,1,-1,0,unknown,no
32,autonomo,soltero,secundaria,no,1259,no,no,cellular,25,jul,184,2,-1,0,unknown,no
